Cuenta;Valor;Tipo mov.
436008398;HNO*DO*;Auxiliar
436008469;HNO*AL*;Auxiliar
436008745;FER* B*;Auxiliar
436009031;ALY*.L*;Auxiliar
436009073;C. *EU*;Auxiliar
436009102;DOM*AN*;Auxiliar
436009113;FER* O*;Auxiliar
436009155;LAP*.L*;Auxiliar
436009165;M.J*AG*;Auxiliar
436009168;MAR*AV*;Auxiliar
436009169;MAR*AV*;Auxiliar
436009203;ORT*TI*;Auxiliar
436009220;POZ*AS*;Auxiliar
436009223;BLA*SA*;Auxiliar
436009227;ROB*RA*;Auxiliar
436009228;ROD*ON*;Auxiliar
436009273;ZAR*.*;Auxiliar
436009285;KUN*.B*;Auxiliar
436009286;NUE*ER*;Auxiliar
436009501;IGL*GO*;Auxiliar
436009527;CIR*RV*;Auxiliar
436009537;CLE*AL*;Auxiliar
436009612;SAN*UA*;Auxiliar
436009973;NUT*OS*;Auxiliar
436009981;INT*ON*;Auxiliar
436100010;JIM*NT*;Auxiliar
436100079;JIM*AR*;Auxiliar
436100095;JAR*UD*;Auxiliar
436100098;JIM*RA*;Auxiliar
436101029;LEM**;Auxiliar
436101058;LAP*IR*;Auxiliar
436101086;LOP*UE*;Auxiliar
436101088;LOP*EN*;Auxiliar
436101131;LOP*Z *;Auxiliar
436101206;LOP*NS*;Auxiliar
436101516;LAC*AD*;Auxiliar
436101556;LOG* I*;Auxiliar
436102106;LOP*TI*;Auxiliar
436103008;MAR*RT*;Auxiliar
436103036;M.T* S*;Auxiliar
436103080;MAR*RT*;Auxiliar
436103101;MAR*PE*;Auxiliar
436103150;MAR*ÑO*;Auxiliar
436103210;MAR*AB*;Auxiliar
436103283;MER*E *;Auxiliar
436103332;MOR*NT*;Auxiliar
436103352;MEL*TE*;Auxiliar
436103368;MAR*O *;Auxiliar
436103405;MON*AR*;Auxiliar
436103501;MOR*O.*;Auxiliar
436103589;MAR*JO*;Auxiliar
436103616;MOT*OZ*;Auxiliar
436103622;MAN*NS*;Auxiliar
436103632;MOR*RI*;Auxiliar
436103747;MIL*C.*;Auxiliar
436103764;MER*DO*;Auxiliar
436103780;MOL* U*;Auxiliar
436103802;MUN*AR*;Auxiliar
436103926;MAR*RO*;Auxiliar
436103941;MUÑ*OZ*;Auxiliar
436103970;MAR*RA*;Auxiliar
436104015;NUG*.L*;Auxiliar
436104059;NIL*A.*;Auxiliar
436104094;NEO*TR*;Auxiliar
436104119;NAN**;Auxiliar
436104127;JOA*UÑ*;Auxiliar
436104299;MAR*RC*;Auxiliar
436104540;MAL*A *;Auxiliar
436104541;MUÑ*L *;Auxiliar
436104545;ÑAÑ*ES*;Auxiliar
436104551;MIR*PI*;Auxiliar
436104561;MAY*AM*;Auxiliar
436105005;OTE* B*;Auxiliar
436105066;OVA*DR*;Auxiliar
436105079;ORT*Z *;Auxiliar
436106009;VET* S*;Auxiliar
436106022;PRO*A,*;Auxiliar
436106023;PRO**;Auxiliar
436106037;PAL*DE*;Auxiliar
436106041;PRA*OZ*;Auxiliar
436106068;PAS*AN*;Auxiliar
436106082;PIN*GA*;Auxiliar
436106100;POL*CA*;Auxiliar
436106154;PAL*ME*;Auxiliar
436106211;PRE*S *;Auxiliar
436106237;PRO*.L*;Auxiliar
436106248;PIE*IM*;Auxiliar
436106275;POR*GU*;Auxiliar
436106292;PLA*VA*;Auxiliar
436106298;PON*Z *;Auxiliar
436106583;POS*ED*;Auxiliar
436106615;LUC*AD*;Auxiliar
436106630;POS*AR*;Auxiliar
436106660;FER*A *;Auxiliar
436108019;RUB*IA*;Auxiliar
436108095;RIO*.*;Auxiliar
436108147;REQ*AS*;Auxiliar
436108203;LA *A *;Auxiliar
436108247;PER*GO*;Auxiliar
436108335;RUA*Z *;Auxiliar
436109231;ROD* A*;Auxiliar
436109246;RHE*GI*;Auxiliar
436200074;TOR*AN*;Auxiliar
436200171;TRI*TI*;Auxiliar
436201003;FAC*DE*;Auxiliar
436202026;VAL*ON*;Auxiliar
436202123;VIC*ER*;Auxiliar
436202153;VAL*.C*;Auxiliar
436202161;VIL*A *;Auxiliar
436202170;VIL*O *;Auxiliar
436202174;VAL*.T*;Auxiliar
436202205;VAL*MA*;Auxiliar
436202269;VET*A *;Auxiliar
436202275;VIL*A *;Auxiliar
436203007;YUS*ER*;Auxiliar
436203033;YUS*RA*;Auxiliar
436205004;SAN*E *;Auxiliar
436205017;MAT*MA*;Auxiliar
436205091;JOS*NI*;Auxiliar
436205149;SAT*NT*;Auxiliar
436205157;SAS*IA*;Auxiliar
436205169;S A*OS*;Auxiliar
436205172;SAS* C*;Auxiliar
436205258;SAY*MO*;Auxiliar
436205277;SAN*Z *;Auxiliar
436205289;SAN*RC*;Auxiliar
436205338;SAN*ZO*;Auxiliar
436205494;SER*RE*;Auxiliar
436205495;SEU*IS*;Auxiliar
436205542;CAB*AR*;Auxiliar
436205565;SAT**;Auxiliar
436205781;LA *ER*;Auxiliar
436205829;SAN*NI*;Auxiliar
436205868;SAN* B*;Auxiliar
436205871;GAN*EL*;Auxiliar
436205940;SIM* C*;Auxiliar
436206021;INV*ES*;Auxiliar
436206030;INV*ES*;Auxiliar
436206065;INV*AD*;Auxiliar
436206085;VAR*CI*;Auxiliar
436206506;SIE*RR*;Auxiliar
436300001;SAA*SU*;Auxiliar
436300028;SAT*TO*;Auxiliar
436302061;SAT*SA*;Auxiliar
436303042;NAV*OM*;Auxiliar
436303104;ANI*CE*;Auxiliar
436303142;ART*RI*;Auxiliar
436303159;GAR*DR*;Auxiliar
436303168;AVI*S *;Auxiliar
436303192;TOR*GU*;Auxiliar
436303201;RUA*NT*;Auxiliar
436303266;DIE*O *;Auxiliar
436303278;GAL*NC*;Auxiliar
436303300;CLA*AK*;Auxiliar
436303302;CLI*G.*;Auxiliar
436303306;QUI*MA*;Auxiliar
436303308;COB*NT*;Auxiliar
436303331;BAU*NS*;Auxiliar
436303336;CUA*EL*;Auxiliar
436303338;SOU*VA*;Auxiliar
436303352;DIA*S.*;Auxiliar
436303403;EL *UE*;Auxiliar
436303412;EL *IN*;Auxiliar
436303413;EL *OR*;Auxiliar
436303414;FER* C*;Auxiliar
436303432;ROD* C*;Auxiliar
436303490;GRU*RI*;Auxiliar
436303525;FAR*EL*;Auxiliar
436303542;FAR*GL*;Auxiliar
436303578;FAR*Mª*;Auxiliar
436303581;FAR*Mª*;Auxiliar
436303590;FAR*TE*;Auxiliar
436303609;FAR*Mª*;Auxiliar
436303661;FAR*OR*;Auxiliar
436303681;FHI*ER*;Auxiliar
436303682;FHI*ER*;Auxiliar
436303691;MOR*LG*;Auxiliar
436303695;PRO*E *;Auxiliar
436303697;FUE*OR*;Auxiliar
436303717;GAT*NT*;Auxiliar
436303719;GAL*RE*;Auxiliar
436303742;CAR*LI*;Auxiliar
436303743;CAR*LI*;Auxiliar
436303746;HIP*OT*;Auxiliar
436303748;HOR*L *;Auxiliar
436303757;HOS*VE*;Auxiliar
436303762;HUA* C*;Auxiliar
436303770;HUE* S*;Auxiliar
436303771;HUE*T *;Auxiliar
436303823;BOT*AN*;Auxiliar
436303843;MER*AZ*;Auxiliar
436303871;LA * P*;Auxiliar
436303873;LA * P*;Auxiliar
436303874;LA * T*;Auxiliar
436303878;DEL* M*;Auxiliar
436303886;BAS* S*;Auxiliar
436303902;LAS* V*;Auxiliar
436303921;LC *A *;Auxiliar
436303956;LUP* P*;Auxiliar
436303968;MAD*OT*;Auxiliar
436303979;CEN*T.*;Auxiliar
436304042;MAS*Y *;Auxiliar
436304062;PER*RE*;Auxiliar
436304104;MUN*IN*;Auxiliar
436304114;NED*S.*;Auxiliar
436304115;NED*TI*;Auxiliar
436304127;C.V*O *;Auxiliar
436304134;OCI*RV*;Auxiliar
436304188;SAN*PE*;Auxiliar
436304191;ROS*AZ*;Auxiliar
436304193;ALV*OD*;Auxiliar
436304227;RAF*IA*;Auxiliar
436304259;RUB*ID*;Auxiliar
436304270;SAM*01*;Auxiliar
436304271;TAM*MA*;Auxiliar
436304279;LOP*AS*;Auxiliar
436304313;CAS*EO*;Auxiliar
436304315;RUI* L*;Auxiliar
436304322;SER*SA*;Auxiliar
436304346;CAN*RN*;Auxiliar
436304353;TEC*A *;Auxiliar
436304355;TEL*NT*;Auxiliar
436304415;VET* S*;Auxiliar
436304428;VET*04*;Auxiliar
436304442;AMP*ER*;Auxiliar
436304464;SAI*AL*;Auxiliar
436304465;SAI*AL*;Auxiliar
436304480;CON*C *;Auxiliar
436304482;GAE**;Auxiliar
436304511;CAV*EJ*;Auxiliar
436304525;LOP*EZ*;Auxiliar
436304547;CIR*RV*;Auxiliar
436304560;CON*IO*;Auxiliar
436304566;DE *A *;Auxiliar
436304568;ROD*ON*;Auxiliar
436304577;CIS*IA*;Auxiliar
436304587;BLE* M*;Auxiliar
436304595;SAL*UÑ*;Auxiliar
436304618;PEQ*PU*;Auxiliar
436304624;AGU*OR*;Auxiliar
436304668;CAN* S*;Auxiliar
436304676;C.V*A *;Auxiliar
436304677;EMP*RO*;Auxiliar
436304679;TAB*AR*;Auxiliar
436304681;BAB*IL*;Auxiliar
436304682;AYU*NT*;Auxiliar
436304684;SAL*AL*;Auxiliar
436304710;LOP*IE*;Auxiliar
436304729;MOR*LL*;Auxiliar
436304736;PUL*MA*;Auxiliar
436304741;DAZ*ED*;Auxiliar
436304750;LOL*TI*;Auxiliar
436304787;VET*IC*;Auxiliar
436304789;VIL*EN*;Auxiliar
436304793;JAU*AR*;Auxiliar
436304795;ARA*ZA*;Auxiliar
436304809;MOS*VE*;Auxiliar
436304813;SER*. *;Auxiliar
436304814;SER*. *;Auxiliar
436304815;SER*. *;Auxiliar
436304890;MIL*PO*;Auxiliar
436304900;VAL*PE*;Auxiliar
436304921;ESC*CE*;Auxiliar
436305027;NAN*TO*;Auxiliar
436305071;MOH*MA*;Auxiliar
436305149;GAL*NC*;Auxiliar
436305207;ESP*LO*;Auxiliar
436305215;JIM*AN*;Auxiliar
436305335;BEL*CK*;Auxiliar
436305349;CEN*P.*;Auxiliar
436305354;MOR*RM*;Auxiliar
436305370;GAR*VE*;Auxiliar
436305388;PAS*OP*;Auxiliar
436305509;FER* D*;Auxiliar
436305527;GAB*PE*;Auxiliar
436305677;RUA*EZ*;Auxiliar
436307191;GRA*ON*;Auxiliar
436307324;G.P*OS*;Auxiliar
436308179;SAN*RE*;Auxiliar
436308278;CAR*AN*;Auxiliar
436308712;CAT*TE*;Auxiliar
436309017;ANI*UL*;Auxiliar
436309033;BAR*AL*;Auxiliar
436309213;MAE*UA*;Auxiliar
436309234;MEJ*RT*;Auxiliar
436309372;PER*A *;Auxiliar
4304;Clientes, (moneda extranjera);Mayor
430400001;Clientes, (moneda extranjera);Auxiliar
4309;Clientes fras. pend. formal.;Mayor
430900001;Clientes fras. pend. formal.;Auxiliar
431;Clientes efectos a cobrar;Mayor
4310;Efectos en cartera;Mayor
431000001;Efectos en cartera;Auxiliar
4311;Efectos descontados;Mayor
431100000;Efectos descontados;Auxiliar
431100001;Efectos descontados;Auxiliar
4312;Efectos en gestión cobro;Mayor
431200000;Efectos en gestión de cobro;Auxiliar
431200001;Efectos en gestión cobro;Auxiliar
4315;Efectos comerciales impagados;Mayor
431500001;Efectos comerciales impagados;Auxiliar
432;Clientes, Op. Factoring;Mayor
433;Clientes, empr. grupo;Mayor
4330;Clientes emp. grupo (euros);Mayor
433000001;Clientes emp. grupo (euros);Auxiliar
4331;Efectos a cobrar, emp. gr.;Mayor
433100001;Efectos a cobrar, emp. gr.;Auxiliar
4332;Clientes emp. grupo, op. fact.;Mayor
433200001;Clientes emp. grupo, op. fact.;Auxiliar
4334;Clientes emp. gr. (moneda ext);Mayor
433400001;Clientes emp. gr. (moneda ext);Auxiliar
4336;Clientes emp. grupo dudoso cob;Mayor
433600001;Clientes emp. grupo dudoso cob;Auxiliar
4337;Envases y emb. dev. emp. gr.;Mayor
433700001;Envases y emb. dev. emp. gr.;Auxiliar
4339;Clientes emp gr, fra pend form;Mayor
433900001;Clientes emp gr, fra pend form;Auxiliar
434;Clientes, empresas asociadas;Mayor
435;Clientes, otr. part vinculadas;Mayor
436;Clientes de dudoso cobro;Mayor
4360;Clientes de dudoso cobro;Mayor
436000001;Clientes de dudoso cobro;Auxiliar
437;Envases devol. por clientes;Mayor
438;Anticipos de clientes;Mayor
4380;Anticipos de clientes;Mayor
438000001;Anticipos de clientes;Auxiliar
44;Deudores varios;Mayor
440;Deudores;Mayor
4400;Deudores (euros);Mayor
440000001;Deudores (euros);Auxiliar
440099999;Deudores cuenta general global;Auxiliar
4404;Deudores (moneda extranjera);Mayor
440400001;Deudores (moneda extranjera);Auxiliar
4409;Deudores fras. pend. formal.;Mayor
440900001;Deudores fras. pend. formal.;Auxiliar
441;Deudores efectos a cobrar;Mayor
4410;Deudores efectos en cartera;Mayor
441000001;Deudores efectos en cartera;Auxiliar
4411;Deudores efectos descontados;Mayor
441100001;Deudores efectos descontados;Auxiliar
4412;Deudores efectos gestión cobro;Mayor
441200001;Deudores efectos gestión cobro;Auxiliar
4415;Deudores efectos impagados;Mayor
441500001;Deudores efectos impagados;Auxiliar
446;Clientes de dudoso cobro;Mayor
449;Deudores operaciones en común;Mayor
46;Personal;Mayor
460;Anticipos remuneraciones;Mayor
4600;Anticipos remuneraciones;Mayor
460000001;Anticipos remuneraciones;Auxiliar
465;Remuneraciones pendientes pago;Mayor
4650;Remuneraciones pendientes pago;Mayor
465000001;Remuneraciones pendientes pago;Auxiliar
466;Remun sist aport def ptes pago;Mayor
4660;Remun sist aport def ptes pago;Mayor
466000001;Remun sist aport def ptes pago;Auxiliar
47;Administraciones públicas;Mayor
470;Hacienda pública deudora;Mayor
4700;H. P., deudora IVA;Mayor
470000001;H. P., deudora IVA;Auxiliar
4705;Activos por impuesto corriente;Mayor
470500001;Activos por impuesto corriente;Auxiliar
4708;HP, deudora por subvenc;Mayor
470800001;HP, deudora por subvenc;Auxiliar
4709;HP, deudora por devoluc imp;Mayor
470900001;HP, deudora por devoluc imp;Auxiliar
471;Organismos de la S.S. deudores;Mayor
4710;Organismos de la S.S. deudores;Mayor
471000001;Organismos de la S.S. deudores;Auxiliar
472;Hacienda pública IVA soport.;Mayor
4720;Hacienda pública IVA soport.;Mayor
472000001;Hacienda pública IVA soport.;Auxiliar
472000001;IVA Soportado;Auxiliar
472000002;IVA Sop. Inversión S.P.;Auxiliar
472000005;IVA Sop. Canarias IGIC;Auxiliar
472000010;IVA Sop. Op. Intracomunitarias;Auxiliar
472000020;IVA Sop. Op. Extracomunitarias;Auxiliar
472000099;IVA Exento (Registros control);Auxiliar
473;H.P., retenc. y pagos a cuenta;Mayor
4730;H.P., retenc. y pagos a cuenta;Mayor
473000001;H.P., retenc. y pagos a cuenta;Auxiliar
474;Activos por impuesto diferido;Mayor
4740;Diferencias temp. deducibles;Mayor
474000001;Diferencias temp. deducibles;Auxiliar
4742;Derechos deduc y bonif ptes ap;Mayor
474200001;Derechos deduc y bonif ptes ap;Auxiliar
4745;Crédito por pérdidas a compens;Mayor
474500001;Crédito por pérdidas a compens;Auxiliar
475;Hacienda pública acreedora;Mayor
4750;H.P., acreedora IVA;Mayor
475000001;H.P., acreedora IVA;Auxiliar
4751;H.P., acreedora por retenc.;Mayor
475100001;H.P., acreedora por retenc.;Auxiliar
4752;H.P., a/ impuesto sociedades;Mayor
475200001;H.P., a/ impuesto sociedades;Auxiliar
4758;H.P., a/ subv. a reintegrar;Mayor
475800001;H.P., a/ subv. a reintegrar;Auxiliar
476;Organismos de la S.S. acreedor;Mayor
4760;Organismos de la S.S. acreedor;Mayor
476000001;Organismos de la S.S. acreedor;Auxiliar
477;Hacienda pública IVA reperc.;Mayor
4770;Hacienda pública IVA reperc.;Mayor
477000001;Hacienda pública IVA reperc.;Auxiliar
477000001;IVA Repercutido;Auxiliar
477000002;IVA Inversión Sujeto pasivo;Auxiliar
477000005;IVA Rep. Canarias IGIC;Auxiliar
477000010;IVA Rep. Op. Intracomunitarias;Auxiliar
477000011;IVA Reversión UE;Auxiliar
477000020;IVA Rep. Op. Extracomunitarias;Auxiliar
477000099;IVA Exento (Registros control);Auxiliar
479;Dif. temporarias imponibles;Mayor
4790;Dif. temporarias imponibles;Mayor
479000001;Dif. temporarias imponibles;Auxiliar
48;Ajustes por periodificación;Mayor
480;Gastos anticipados;Mayor
4800;Gastos anticipados;Mayor
480000001;Gastos anticipados;Auxiliar
485;Ingresos anticipados;Mayor
4850;Ingresos anticipados;Mayor
485000001;Ingresos anticipados;Auxiliar
49;Deterioro valor créd y prov CP;Mayor
490;Det. valor créd. por op. comer;Mayor
4900;Det. valor créd. por op. comer;Mayor
490000001;Det. valor créd. por op. comer;Auxiliar
493;Det val créd op comer p. vin;Mayor
4933;Det val créd op comer emp gr;Mayor
493300001;Det val créd op comer emp gr;Auxiliar
4934;Det val créd op comer emp asoc;Mayor
493400001;Det val créd op comer emp asoc;Auxiliar
4935;Det val créd op comer otr p vi;Mayor
493500001;Det val créd op comer otr p vi;Auxiliar
499;Provis para op. comerciales;Mayor
4990;Provis para op. comerciales;Mayor
499000001;Provis para op. comerciales;Auxiliar
4994;Provis por contratos onerosos;Mayor
499400001;Provis por contratos onerosos;Auxiliar
4999;Provis para otras op. comerc.;Mayor
499900001;Provis para otras op. comerc.;Auxiliar
5;CUENTAS FINANCIERAS;Mayor
50;Empréstitos a corto plazo;Mayor
500;Obligaciones y bonos a corto;Mayor
5000;Obligaciones y bonos a corto;Mayor
500000001;Obligaciones y bonos a corto;Auxiliar
502;Acciones o part CP como pasivo;Mayor
505;Deudas en valores negociables;Mayor
506;Intereses de empréstitos;Mayor
507;Dividendos emis. como pasivo;Mayor
509;Valores negociables amortiz.;Mayor
5090;Obligaciones y bonos amort.;Mayor
509000001;Obligaciones y bonos amort.;Auxiliar
5091;Oblig. y bonos convert. amort.;Mayor
509100001;Oblig. y bonos convert. amort.;Auxiliar
5095;Otros valores neg amortizados;Mayor
509500001;Otros valores neg amortizados;Auxiliar
51;Deudas a corto con partes vinc;Mayor
510;Deudas  CP con ent crédito vin;Mayor
5103;Deudas CP ent créd, emp gr;Mayor
510300001;Deudas CP ent créd, emp gr;Auxiliar
5104;Deudas CP ent créd, emp asoc;Mayor
510400001;Deudas CP ent créd, emp asoc;Auxiliar
5105;Deudas CP con otr ent créd vin;Mayor
510500001;Deudas CP con otr ent créd vin;Auxiliar
511;Prov. inmov. CP, partes vinc;Mayor
5113;Prov. inmov. CP, emp. gr.;Mayor
511300001;Prov. inmov. CP, emp. gr.;Auxiliar
5114;Prov. inmov. CP, emp. asoc.;Mayor
511400001;Prov. inmov. CP, emp. asoc.;Auxiliar
5115;Prov. inmov. CP, otr. p vinc.;Mayor
511500001;Prov. inmov. CP, otr. p vinc.;Auxiliar
512;Acr arrendamiento fin CP,p vin;Mayor
5123;Acr arrendamiento fin CP,e gr;Mayor
512300001;Acr arrendamiento fin CP,e gr;Auxiliar
5124;Acr arrendamiento fin CP,e as;Mayor
512400001;Acr arrendamiento fin CP,e as;Auxiliar
5125;Acr arrendamiento fin CP,ot v;Mayor
512500001;Acr arrendamiento fin CP,ot v;Auxiliar
513;Otras deudas CP con partes vin;Mayor
5133;Otras deudas CP, emp. gr.;Mayor
513300001;Otras deudas CP, emp. gr.;Auxiliar
5134;Otras deudas CP, emp. asoc.;Mayor
513400001;Otras deudas CP, emp. asoc.;Auxiliar
5135;Otras deudas CP, otr p vinc.;Mayor
513500001;Otras deudas CP, otr p vinc.;Auxiliar
514;Intereses CP deudas con p vinc;Mayor
5143;Intereses CP deudas, emp. gr.;Mayor
514300001;Intereses CP deudas, emp. gr.;Auxiliar
5144;Intereses CP deudas, emp. asoc;Mayor
514400001;Intereses CP deudas, emp. asoc;Auxiliar
5145;Intereses CP deudas, otr p vin;Mayor
514500001;Intereses CP deudas, otr p vin;Auxiliar
52;Deudas CP por prést. recibidos;Mayor
520;Deudas CP con ent. crédito;Mayor
5200;Préstamos corto E.crédito;Mayor
520000001;Préstamos corto E.crédito;Auxiliar
5201;Deudas CP por crédito dispuest;Mayor
520100001;Deudas CP por crédito dispuest;Auxiliar
5208;Deudas por efectos descontados;Mayor
520800001;Deudas por efectos descontados;Auxiliar
521;Deudas a corto plazo;Mayor
522;Deudas transf. en subv.y legad;Mayor
523;Proveedores de inmovilizado CP;Mayor
5230;Proveedores de inmovilizado CP;Mayor
523000001;Proveedores de inmovilizado CP;Auxiliar
524;Acr arrendamiento fin CP;Mayor
5240;Acr arrendamiento fin CP;Mayor
524000001;Acr arrendamiento fin CP;Auxiliar
525;Efectos a pagar a corto plazo;Mayor
5250;Efectos a pagar a corto plazo;Mayor
525000001;Efectos a pagar a corto plazo;Auxiliar
526;Dividendo activo a pagar;Mayor
5260;DIV. ACTIVO A PAGAR;Mayor
526000001;DIV. ACTIVO A PAGAR;Auxiliar
527;Intereses CP deudas ent. créd.;Mayor
5270;INTERESES A CORTO PLAZO;Mayor
527000001;INTERESES A CORTO PLAZO;Auxiliar
528;Intereses CP de deudas;Mayor
5281;DEUDAS C/PLAZO;Mayor
528100001;DEUDAS C/PLAZO;Auxiliar
529;Provisiones a corto plazo;Mayor
5290;Prov. retribuciones personal;Mayor
529000001;Prov. retribuciones personal;Auxiliar
5291;Prov. para impuestos;Mayor
529100001;Prov. para impuestos;Auxiliar
5292;Prov. otras responsabilidades;Mayor
529200001;Prov. otras responsabilidades;Auxiliar
5293;Prov. desmant. inmovilizado;Mayor
529300001;Prov. desmant. inmovilizado;Auxiliar
5295;Prov. para act. medioambient.;Mayor
529500001;Prov. para act. medioambient.;Auxiliar
5296;Prov. para reestructuraciones;Mayor
529600001;Prov. para reestructuraciones;Auxiliar
5297;Prov. por trans. pagos i.patr.;Mayor
529700001;Prov. por trans. pagos i.patr.;Auxiliar
53;Inversiones financ CP en p vin;Mayor
530;Participaciones a CP en p vinc;Mayor
5303;Participaciones CP en emp gr;Mayor
530300001;Participaciones CP en emp gr;Auxiliar
5304;Participaciones CP en emp as;Mayor
530400001;Participaciones CP en emp as;Auxiliar
5305;Participaciones CP en otr p vi;Mayor
530500001;Participaciones CP en otr p vi;Auxiliar
531;Valores deuda CP en p vinc;Mayor
5313;Valores deuda CP en emp gr;Mayor
531300001;Valores deuda CP en emp gr;Auxiliar
5314;Valores deuda CP en emp as;Mayor
531400001;Valores deuda CP en emp as;Auxiliar
5315;Valores deuda CP en otr p vinc;Mayor
531500001;Valores deuda CP en otr p vinc;Auxiliar
532;Créditos a CP a partes vinc.;Mayor
5323;Créditos a CP a emp. grupo;Mayor
532300001;Créditos a CP a emp. grupo;Auxiliar
5324;Créditos a CP a emp. asoc.;Mayor
532400001;Créditos a CP a emp. asoc.;Auxiliar
5325;Créditos a CP a otras p. vinc.;Mayor
532500001;Créditos a CP a otras p. vinc.;Auxiliar
533;Intere. CP val rep deuda p vin;Mayor
5333;Intere. CP val rep deuda e gr;Mayor
533300001;Intere. CP val rep deuda e gr;Auxiliar
5334;Intere. CP val rep deuda e as;Mayor
533400001;Intere. CP val rep deuda e as;Auxiliar
5335;Intere. CP val rep deuda o vin;Mayor
533500001;Intere. CP val rep deuda o vin;Auxiliar
534;Intereses CP creditos a p vin;Mayor
5343;Intereses CP creditos a e gr;Mayor
534300001;Intereses CP creditos a e gr;Auxiliar
5344;Intereses CP creditos a e as;Mayor
534400001;Intereses CP creditos a e as;Auxiliar
5345;Intereses CP creditos a o vin;Mayor
534500001;Intereses CP creditos a o vin;Auxiliar
535;Divid a cob d inv fin en p vin;Mayor
5353;Divid a cob d inv fin en e gr;Mayor
535300001;Divid a cob d inv fin en e gr;Auxiliar
5354;Divid a cob d inv fin en e as;Mayor
535400001;Divid a cob d inv fin en e as;Auxiliar
5355;Dividendos Activos a Cobrar;Mayor
535500001;Dividendos Activos a Cobrar;Auxiliar
539;Desemb. pdtes. part CP p vinc;Mayor
5393;Desemb. pdtes. part CP emp gr;Mayor
539300001;Desemb. pdtes. part CP emp gr;Auxiliar
5394;Desemb. pdtes. part CP emp as;Mayor
539400001;Desemb. pdtes. part CP emp as;Auxiliar
5395;Desemb. pdtes. part CP ot p vi;Mayor
539500001;Desemb. pdtes. part CP ot p vi;Auxiliar
54;Otras inv financieras CP;Mayor
540;Invers financ CP inst patrim;Mayor
5400;Inversion.Financier. C.P instrument;Mayor
540000001;Inversion.Financier. C.P instrument;Auxiliar
541;Val. represent. deuda a CP;Mayor
5410;Val. represent. deuda a CP;Mayor
541000001;Val. represent. deuda a CP;Auxiliar
542;Créditos a corto plazo;Mayor
5420;Créditos a corto plazo;Mayor
542000001;Créditos a corto plazo;Auxiliar
5425;Créditos participaciones;Mayor
542500001;Créditos participaciones;Auxiliar
543;Cdtos. a CP enaj. inmov.;Mayor
544;Cdtos. a CP al personal;Mayor
545;Dividendo a cobrar;Mayor
546;Int. CP val rep deudas;Mayor
547;Int. CP de créditos;Mayor
548;Imposiciones a corto plazo;Mayor
549;Desemb. pdtes s/part patrim CP;Mayor
55;Otras cuentas no bancarias;Mayor
550;Titular de la explotación;Mayor
551;Cta. cte. Socios;Mayor
5510;Cta. cte. Socios;Mayor
551000001;Cta. cte. Socios;Auxiliar
552;Cta. cte. otras pers y ent vin;Mayor
5523;Cta. cte. emp gr;Mayor
552300001;Cta. cte. emp gr;Auxiliar
5524;Cta. cte. emp asoc;Mayor
552400001;Cta. cte. emp asoc;Auxiliar
5525;FINANCIACION CLIENTES;Mayor
552500001;FINANCIACION CLIENTES;Auxiliar
553;Cta. cte. fusiones y escisione;Mayor
5530;Socios de sociedad disuelta;Mayor
553000001;Socios de sociedad disuelta;Auxiliar
5531;Socios, cuenta de fusión;Mayor
553100001;Socios, cuenta de fusión;Auxiliar
5532;Socios de sociedad escindida;Mayor
553200001;Socios de sociedad escindida;Auxiliar
5533;Socios, cuenta de escisión;Mayor
553300001;Socios, cuenta de escisión;Auxiliar
554;Cta. cte. uniones temp. emp;Mayor
555;Partidas pendientes aplicación;Mayor
5550;PARTIDAS PENDIENTES APLIC;Mayor
555000001;PARTIDAS PENDIENTES APLIC;Auxiliar
556;Desemb. exigidos s/part patrim;Mayor
5563;Desemb. exigidos s/part,emp gr;Mayor
556300001;Desemb. exigidos s/part,emp gr;Auxiliar
5564;Desemb. exigidos s/part,emp as;Mayor
556400001;Desemb. exigidos s/part,emp as;Auxiliar
5565;Desemb. exigidos s/part,ot p v;Mayor
556500001;Desemb. exigidos s/part,ot p v;Auxiliar
5566;Desemb. exigidos s/part,ot emp;Mayor
556600001;Desemb. exigidos s/part,ot emp;Auxiliar
557;Dividendo activo a cuenta;Mayor
5570;Dividendo activo a cuenta;Mayor
557000001;Dividendo activo a cuenta;Auxiliar
558;Socios por desemb. exigidos;Mayor
5580;Soc des exig sob acc o part or;Mayor
558000001;Soc des exig sob acc o part or;Auxiliar
5585;Soc des ex acc o part pas fin;Mayor
558500001;Soc des ex acc o part pas fin;Auxiliar
559;Derivados financieros a CP;Mayor
5590;Act por deriv fin a CP,car neg;Mayor
559000001;Act por deriv fin a CP,car neg;Auxiliar
5593;Act por deriv fin a CP,ins cob;Mayor
559300001;Act por deriv fin a CP,ins cob;Auxiliar
5595;Pas por deriv fin a CP,car neg;Mayor
559500001;Pas por deriv fin a CP,car neg;Auxiliar
5598;Pas por deriv fin a CP,ins cob;Mayor
559800001;Pas por deriv fin a CP,ins cob;Auxiliar
56;Fianzas-depósitos (rec-const.);Mayor
560;Fianzas recibidas a CP;Mayor
561;Depósitos recibidos a CP;Mayor
565;Fianzas constituidas a CP;Mayor
